1.29840203,-0.08336764,-1.67457131,
0.37168408,-0.47270063,-0.25319074,
-0.57133703,0.55496171,-0.12905634,
-0.00930449,-0.1873334,0.25514438,
-1.59328566,-0.6821108,1.09256909,
2.21762542,0.19810066,-2.11206366,
0.90461776,-0.45904548,-0.53327705,
0.31337151,-0.44069584,-0.21845654,
1.64534523,-0.25693675,0.02428408,
-1.39330293,-0.31306903,0.83826767,
1.52941096,-0.11513079,-1.2123534,
-0.75098616,-0.59876218,0.21689589,
0.68647471,-0.41939367,-0.17697485,
2.50299072,-0.1303649,-1.11116517,
0.36671119,-0.29805694,-0.90194046,
-1.22391102,-0.4203318,0.78406034,
-1.19283027,-0.14722148,0.70380502,
-1.30317491,-0.44825346,0.85540844,
-1.29485038,-0.39059994,0.81907161,
0.12202722,2.11589394,-0.05794702,
-0.20446586,-0.26152508,-0.20565694,
-1.22273467,-0.40989392,0.77847412,
-1.37525835,-0.41555468,0.87961746,
-1.23836688,-0.20178226,0.7830815,
0.62483588,-0.00268519,-0.29638534,
2.27916114,-0.40602498,-0.37665311,
-0.62692858,-0.33886536,0.2180504,
1.19095843,-0.50046668,-1.05513634,
1.72537369,-0.23582603,-0.24891596,
-1.32663427,-0.45763098,0.8768213,
0.74363547,-0.38502693,-0.30500673,
-0.88403154,0.17983446,0.23897895,
-0.47439646,0.11521992,-0.17917561,
0.03983331,-0.15941869,0.07100469,
1.12309454,-0.34400576,-0.02154097,
1.68453144,0.11799224,-0.8875413,
-0.10740076,-0.22159343,0.04650402,
1.19139817,-0.50066807,-1.05639946,
0.18001045,-0.06489527,-0.11139931,
-1.28318826,-0.31046218,0.67307617,
1.06794416,-0.38050367,-0.96299147,
-1.04789687,-0.30292078,0.27227792,
1.03277983,-0.1873291,-0.45324975,
0.33808173,-0.40273863,0.30082727,
-1.3229566,-0.46285173,0.87460901,
-1.3229566,-0.46285173,0.87460901,
-1.28532252,-0.39575513,0.81457937,
-1.29806954,-0.39423695,0.82667102,
-1.06686899,-0.25799989,0.4964614,
0.37019267,-0.23040126,-0.80801069,
-0.88481006,0.54956726,0.34360397,
2.4969198,-0.41675033,-0.77336267,
1.17124392,-0.49975238,-1.03863336,
-1.3229566,-0.46285173,0.87460901,
-1.5581762,-0.50333249,1.0654801,
2.3989483,-0.32151399,-1.06507821,
0.10412557,-0.35684649,0.24675208,
-1.19613293,-0.38770256,0.53920144,
-1.12185832,0.50654568,0.58931824,
-1.3229566,-0.46285173,0.87460901,
-1.11848447,2.44420503,0.28957568,
0.35671239,-0.39506367,-0.68891713,
-0.29291066,-0.39797127,0.27375117,
0.24134893,-0.02743036,-0.3917279,
-0.35422818,-0.14522602,-0.09965998,
0.12137076,-0.2612873,-0.26033164,
-1.43792868,-0.36945961,0.94334928,
1.7181183,-0.05211478,-0.95137183,
-0.09617462,-0.31965718,-0.51518301,
-0.98478803,-0.09533543,0.4172538,
-1.3229566,-0.46285173,0.87460901,
-1.12085908,-0.1994098,0.59360141,
-0.97553191,-0.15737187,0.35909136,
-1.3229566,-0.46285173,0.87460901,
1.26355312,-0.36197855,-0.42129892,
-0.89443794,0.17952408,0.25158339,
-0.35947288,-0.10282434,-0.22526565,
-1.3229566,-0.46285173,0.87460901,
-1.3229566,-0.46285173,0.87460901,
0.00548289,-0.19232558,-0.12083959,
-1.1954937,-0.18128478,0.73503826,
0.28000212,-0.28158199,-0.05428567,
0.34175586,0.03324882,-0.69791875,
-1.3229566,-0.46285173,0.87460901,
-1.10299342,-0.27786373,0.53190378,
1.83618895,-0.20947352,0.49275118,
-1.2831271,-0.42205723,0.80234944,
-1.3229566,-0.46285173,0.87460901,
0.77420382,-0.22104881,-0.36864796,
-0.97054715,-0.17400043,0.44427777,
-1.21758975,0.06312329,0.74851161,
-1.30366038,-0.30658916,0.81088415,
0.36195495,-0.45668644,-0.4017307,
-0.84056747,-0.18542109,0.26778846,
-1.2563667,-0.35689338,0.77396649,
